Date,State,Doses_Distributed,Doses_Administered,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,id,,,,,,,,,,,,,,,,,,,
27-02-2021,Mississippi,869955,593453,398360,193966,,1467,,,,,,,,,,,,,,,,,,,805220
28-02-2021,Mississippi,869955,619251,411215,206850,,1468,,,,,,,,,,,,,,,,,,,807044
01-03-2021,Mississippi,869955,637116,419824,216072,,1469,,,,,,,,,,,,,,,,,,,864950
02-03-2021,Mississippi,898945,646440,425124,220081,,1470,,,,,,,,,,,,,,,,,,,871944
03-03-2021,Mississippi,942435,665772,435977,228512,,1471,,,,,,,,,,,,,,,,,,,893499
04-03-2021,Mississippi,1005145,685610,446777,237488,,1472,,,,,,,,,,,,,,,,,,,917265
05-03-2021,Mississippi,1059665,710560,461315,247826,,1473,,,,,,,,,,,,,,,,,,,945028
06-03-2021,Mississippi,1067855,736826,479390,255966,,1474,,,,,,,,,,,,,,,,,,,975830
07-03-2021,Mississippi,1067855,764699,497719,265467,,1475,,,,,,,,,,,,,,,,,,,1007204
30-12-2020,Missouri,213925,66540,,,,1476,,,,,,,,,,,,,,,,,,,
02-01-2021,Missouri,218800,89565,,,,1477,,,,,,,,,,,,,,,,,,,
04-01-2021,Missouri,235375,91817,,,,1478,,,,,,,,,,,,,,,,,,,
05-01-2021,Missouri,286075,98589,,,,1479,,,,,,,,,,,,,,,,,,,
06-01-2021,Missouri,294850,105173,,,,1480,,,,,,,,,,,,,,,,,,,
07-01-2021,Missouri,401050,113369,,,,1481,,,,,,,,,,,,,,,,,,,
08-01-2021,Missouri,406150,124721,,,,1482,,,,,,,,,,,,,,,,,,,
11-01-2021,Missouri,420000,150070,,,,1483,,,,,,,,,,,,,,,,,,,
12-01-2021,Missouri,485175,161784,107939,22155,31690,1484,,,,,,,,,,,,,,,,,,,
13-01-2021,Missouri,526425,161784,107939,22155,31690,1485,,,,,,,,,,,,,,,,,,,
14-01-2021,Missouri,528300,175314,145521,29546,,1486,,,,,,,,,,,,,,,,,,,
15-01-2021,Missouri,528800,190447,153664,36525,,1487,,,,,,,,,,,,,,,,,,,
19-01-2021,Missouri,528800,236254,189793,45368,,1488,,,,,,,,,,,,,,,,,,,
20-01-2021,Missouri,572125,244476,193867,49330,,1489,,,,,,,,,,,,,,,,,,,
21-01-2021,Missouri,621200,265382,205217,58782,,1490,,,,,,,,,,,,,,,,,,,
22-01-2021,Missouri,657700,285697,217597,66699,,1491,,,,,,,,,,,,,,,,,,,
23-01-2021,Missouri,661400,291723,221849,68466,,1492,,,,,,,,,,,,,,,,,,,
24-01-2021,Missouri,661400,317737,242937,73248,,1493,,,,,,,,,,,,,,,,,,,
25-01-2021,Missouri,661400,335695,258298,75823,,1494,,,,,,,,,,,,,,,,,,,
26-01-2021,Missouri,665300,340273,262230,76467,,1495,,,,,,,,,,,,,,,,,,,
27-01-2021,Missouri,750175,358150,276990,79526,,1496,,,,,,,,,,,,,,,,,,,
28-01-2021,Missouri,822850,382552,294872,85827,,1497,,,,,,,,,,,,,,,,,,,
29-01-2021,Missouri,834700,408441,313161,92389,,1498,,,,,,,,,,,,,,,,,,,
30-01-2021,Missouri,835400,408441,313161,92389,,1499,,,,,,,,,,,,,,,,,,,
31-01-2021,Missouri,835400,444384,340708,100237,,1500,,,,,,,,,,,,,,,,,,,
01-02-2021,Missouri,835400,462202,355387,103241,,1501,,,,,,,,,,,,,,,,,,,
02-02-2021,Missouri,824100,466406,358762,104063,,1502,,,,,,,,,,,,,,,,,,,
03-02-2021,Missouri,904250,482112,371382,106842,,1503,,,,,,,,,,,,,,,,,,,
04-02-2021,Missouri,945850,505207,388692,112106,,1504,,,,,,,,,,,,,,,,,,,
05-02-2021,Missouri,957550,536188,412990,118308,,1505,,,,,,,,,,,,,,,,,,,
06-02-2021,Missouri,961525,583949,448830,129273,,1506,,,,,,,,,,,,,,,,,,,
07-02-2021,Missouri,961525,625152,477412,141134,,1507,,,,,,,,,,,,,,,,,,,
08-02-2021,Missouri,961525,643439,490686,146137,,1508,,,,,,,,,,,,,,,,,,,
09-02-2021,Missouri,962500,646863,492766,147466,,1509,,,,,,,,,,,,,,,,,,,
10-02-2021,Missouri,1021500,669658,507801,154987,,1510,,,,,,,,,,,,,,,,,,,
11-02-2021,Missouri,1058775,694992,524638,163157,,1511,,,,,,,,,,,,,,,,,,,
12-02-2021,Missouri,1116475,717483,537256,172953,,1512,,,,,,,,,,,,,,,,,,,
13-02-2021,Missouri,1129875,806902,592128,205645,,1513,,,,,,,,,,,,,,,,,,,
14-02-2021,Missouri,1129975,848026,613292,225467,,1514,,,,,,,,,,,,,,,,,,,
16-02-2021,Missouri,1138575,878941,630838,238767,,1515,,,,,,,,,,,,,,,,,,,
17-02-2021,Missouri,1138675,892006,637707,244879,,1516,,,,,,,,,,,,,,,,,,,
18-02-2021,Missouri,1144775,915475,646707,259295,,1517,,,,,,,,,,,,,,,,,,,
19-02-2021,Missouri,1222875,1014248,708969,295456,,1518,,,,,,,,,,,,,,,,,,,
20-02-2021,Missouri,1275555,1042872,723937,308971,,1519,,,,,,,,,,,,,,,,,,,
21-02-2021,Missouri,1275555,1083721,736999,336446,,1520,,,,,,,,,,,,,,,,,,,
22-02-2021,Missouri,1275555,1103908,745007,348584,,1521,,,,,,,,,,,,,,,,,,,9566
23-02-2021,Missouri,1315095,1110913,747804,352782,,1522,,,,,,,,,,,,,,,,,,,9687
24-02-2021,Missouri,1519205,1137233,759724,366980,,1523,,,,,,,,,,,,,,,,,,,9987
25-02-2021,Missouri,1527195,1167787,772358,384758,,1524,,,,,,,,,,,,,,,,,,,10120
26-02-2021,Missouri,1670085,1213449,802802,399851,,1525,,,,,,,,,,,,,,,,,,,10385
27-02-2021,Missouri,1694635,1278087,834145,432728,,1526,,,,,,,,,,,,,,,,,,,10550
28-02-2021,Missouri,1694635,1279404,835208,432982,,1527,,,,,,,,,,,,,,,,,,,10703
01-03-2021,Missouri,1694635,1375027,894338,464382,,1528,,,,,,,,,,,,,,,,,,,10922
02-03-2021,Missouri,1709605,1384067,901269,466460,,1529,,,,,,,,,,,,,,,,,,,11069
03-03-2021,Missouri,1848525,1415806,921875,477486,,1530,,,,,,,,,,,,,,,,,,,11252
04-03-2021,Missouri,1900855,1458439,945839,495859,,1531,,,,,,,,,,,,,,,,,,,11419
05-03-2021,Missouri,2029675,1504236,973358,513857,,1532,,,,,,,,,,,,,,,,,,,11594
06-03-2021,Missouri,2032445,1552157,1004113,530814,,1533,,,,,,,,,,,,,,,,,,,11933
07-03-2021,Missouri,2032445,1600118,1035633,547105,,1534,,,,,,,,,,,,,,,,,,,11933
30-12-2020,Montana,36400,15221,,,,1535,,,,,,,,,,,,,,,,,,,
02-01-2021,Montana,46150,22928,,,,1536,,,,,,,,,,,,,,,,,,,
04-01-2021,Montana,52450,23518,,,,1537,,,,,,,,,,,,,,,,,,,
05-01-2021,Montana,52450,23526,,,,1538,,,,,,,,,,,,,,,,,,,
06-01-2021,Montana,52450,24574,,,,1539,,,,,,,,,,,,,,,,,,,
07-01-2021,Montana,69025,27693,,,,1540,,,,,,,,,,,,,,,,,,,
08-01-2021,Montana,71950,31444,,,,1541,,,,,,,,,,,,,,,,,,,
11-01-2021,Montana,78350,41703,,,,1542,,,,,,,,,,,,,,,,,,,
12-01-2021,Montana,78350,42083,30887,5843,5353,1543,,,,,,,,,,,,,,,,,,,
13-01-2021,Montana,89550,44063,31886,6823,5354,1544,,,,,,,,,,,,,,,,,,,
14-01-2021,Montana,98500,46620,39103,7508,,1545,,,,,,,,,,,,,,,,,,,
15-01-2021,Montana,98500,49364,41160,8193,,1546,,,,,,,,,,,,,,,,,,,
19-01-2021,Montana,98500,55893,47209,8671,,1547,,,,,,,,,,,,,,,,,,,
20-01-2021,Montana,111625,57220,48086,9121,,1548,,,,,,,,,,,,,,,,,,,
21-01-2021,Montana,112125,60389,50413,9962,,1549,,,,,,,,,,,,,,,,,,,
22-01-2021,Montana,119500,66348,54453,11878,,1550,,,,,,,,,,,,,,,,,,,
23-01-2021,Montana,119500,72544,59289,13235,,1551,,,,,,,,,,,,,,,,,,,
24-01-2021,Montana,119500,76590,62498,14071,,1552,,,,,,,,,,,,,,,,,,,
25-01-2021,Montana,119500,77356,63224,14111,,1553,,,,,,,,,,,,,,,,,,,
26-01-2021,Montana,119500,77748,63481,14245,,1554,,,,,,,,,,,,,,,,,,,
27-01-2021,Montana,133025,81169,65746,15397,,1555,,,,,,,,,,,,,,,,,,,
28-01-2021,Montana,138725,86213,68032,18149,,1556,,,,,,,,,,,,,,,,,,,
29-01-2021,Montana,141650,92589,71534,21007,,1557,,,,,,,,,,,,,,,,,,,
30-01-2021,Montana,141650,99272,75432,23785,,1558,,,,,,,,,,,,,,,,,,,
31-01-2021,Montana,141650,104525,79584,24885,,1559,,,,,,,,,,,,,,,,,,,
01-02-2021,Montana,141650,106145,80627,25438,,1560,,,,,,,,,,,,,,,,,,,
02-02-2021,Montana,141650,107324,81420,25824,,1561,,,,,,,,,,,,,,,,,,,
03-02-2021,Montana,157275,110374,83875,26345,,1562,,,,,,,,,,,,,,,,,,,
04-02-2021,Montana,163675,116148,87042,28942,,1563,,,,,,,,,,,,,,,,,,,
05-02-2021,Montana,163675,122536,91611,30749,,1564,,,,,,,,,,,,,,,,,,,
06-02-2021,Montana,163675,130883,96394,34207,,1565,,,,,,,,,,,,,,,,,,,
07-02-2021,Montana,163675,137765,101262,36195,,1566,,,,,,,,,,,,,,,,,,,
08-02-2021,Montana,163675,139273,102365,36596,,1567,,,,,,,,,,,,,,,,,,,
09-02-2021,Montana,164650,140124,102903,36907,,1568,,,,,,,,,,,,,,,,,,,
10-02-2021,Montana,192125,144343,106038,37966,,1569,,,,,,,,,,,,,,,,,,,
11-02-2021,Montana,192125,149339,109266,39710,,1570,,,,,,,,,,,,,,,,,,,
12-02-2021,Montana,194325,157695,115415,41895,,1571,,,,,,,,,,,,,,,,,,,
13-02-2021,Montana,199825,167360,122026,44935,,1572,,,,,,,,,,,,,,,,,,,
14-02-2021,Montana,199825,176810,127657,48739,,1573,,,,,,,,,,,,,,,,,,,
16-02-2021,Montana,207250,181665,130926,50311,,1574,,,,,,,,,,,,,,,,,,,
17-02-2021,Montana,207250,184579,132847,51293,,1575,,,,,,,,,,,,,,,,,,,
18-02-2021,Montana,208225,190070,136359,53250,,1576,,,,,,,,,,,,,,,,,,,
19-02-2021,Montana,250795,221225,157930,62657,,1577,,,,,,,,,,,,,,,,,,,
20-02-2021,Montana,259215,228890,161546,66619,,1578,,,,,,,,,,,,,,,,,,,
21-02-2021,Montana,259215,237099,165472,70876,,1579,,,,,,,,,,,,,,,,,,,
22-02-2021,Montana,259215,240814,167797,72256,,1580,,,,,,,,,,,,,,,,,,,356847
23-02-2021,Montana,260385,243015,169164,73080,,1581,,,,,,,,,,,,,,,,,,,360272
24-02-2021,Montana,301215,246626,170615,75223,,1582,,,,,,,,,,,,,,,,,,,368659
25-02-2021,Montana,306415,252295,173329,78135,,1583,,,,,,,,,,,,,,,,,,,368968
26-02-2021,Montana,319315,260990,178355,81762,,1584,,,,,,,,,,,,,,,,,,,387219
27-02-2021,Montana,341645,271075,183015,87159,,1585,,,,,,,,,,,,,,,,,,,401059
28-02-2021,Montana,341645,281422,187865,92632,,1586,,,,,,,,,,,,,,,,,,,413847
01-03-2021,Montana,341645,284679,190126,93625,,1587,,,,,,,,,,,,,,,,,,,422220
02-03-2021,Montana,342145,286163,190695,94538,,1588,,,,,,,,,,,,,,,,,,,427390
03-03-2021,Montana,370485,291572,193790,96839,,1589,,,,,,,,,,,,,,,,,,,438050
04-03-2021,Montana,387485,301007,198533,101513,,1590,,,,,,,,,,,,,,,,,,,448783
05-03-2021,Montana,404125,312296,204269,107045,,1591,,,,,,,,,,,,,,,,,,,463147
06-03-2021,Montana,411145,324102,209655,113254,,1592,,,,,,,,,,,,,,,,,,,480506
07-03-2021,Montana,411145,337005,216011,119764,,1593,,,,,,,,,,,,,,,,,,,498457
30-12-2020,Nebraska,63100,24077,,,,1594,,,,,,,,,,,,,,,,,,,
02-01-2021,Nebraska,79675,34066,,,,1595,,,,,,,,,,,,,,,,,,,
04-01-2021,Nebraska,90675,35644,,,,1596,,,,,,,,,,,,,,,,,,,
05-01-2021,Nebraska,90875,36753,,,,1597,,,,,,,,,,,,,,,,,,,
06-01-2021,Nebraska,90875,36753,,,,1598,,,,,,,,,,,,,,,,,,,
07-01-2021,Nebraska,132800,53548,,,,1599,,,,,,,,,,,,,,,,,,,
08-01-2021,Nebraska,143700,68297,,,,1600,,,,,,,,,,,,,,,,,,,
11-01-2021,Nebraska,148275,74439,,,,1601,,,,,,,,,,,,,,,,,,,
12-01-2021,Nebraska,177375,74439,65924,8459,56,1602,,,,,,,,,,,,,,,,,,,
13-01-2021,Nebraska,199800,79699,69113,10529,57,1603,,,,,,,,,,,,,,,,,,,
14-01-2021,Nebraska,199800,84920,72079,12442,,1604,,,,,,,,,,,,,,,,,,,
15-01-2021,Nebraska,211500,91195,77734,13050,,1605,,,,,,,,,,,,,,,,,,,
19-01-2021,Nebraska,211500,103689,89054,13860,,1606,,,,,,,,,,,,,,,,,,,
20-01-2021,Nebraska,237500,106283,91040,14463,,1607,,,,,,,,,,,,,,,,,,,
21-01-2021,Nebraska,238000,111841,94850,16206,,1608,,,,,,,,,,,,,,,,,,,
22-01-2021,Nebraska,238100,118450,99571,18086,,1609,,,,,,,,,,,,,,,,,,,
23-01-2021,Nebraska,238100,124069,103620,19646,,1610,,,,,,,,,,,,,,,,,,,
24-01-2021,Nebraska,238100,132846,109860,22175,,1611,,,,,,,,,,,,,,,,,,,
25-01-2021,Nebraska,238100,134033,110672,22547,,1612,,,,,,,,,,,,,,,,,,,
26-01-2021,Nebraska,238100,135131,111248,23065,,1613,,,,,,,,,,,,,,,,,,,
27-01-2021,Nebraska,284275,139573,114154,24598,,1614,,,,,,,,,,,,,,,,,,,
28-01-2021,Nebraska,287400,150019,116769,32380,,1615,,,,,,,,,,,,,,,,,,,
29-01-2021,Nebraska,288375,158370,120121,37350,,1616,,,,,,,,,,,,,,,,,,,
30-01-2021,Nebraska,288375,167276,125263,41093,,1617,,,,,,,,,,,,,,,,,,,
31-01-2021,Nebraska,288375,177711,133002,43712,,1618,,,,,,,,,,,,,,,,,,,
01-02-2021,Nebraska,288375,180917,134193,45716,,1619,,,,,,,,,,,,,,,,,,,
02-02-2021,Nebraska,297375,182412,134877,46523,,1620,,,,,,,,,,,,,,,,,,,
03-02-2021,Nebraska,332525,188285,138354,48889,,1621,,,,,,,,,,,,,,,,,,,
04-02-2021,Nebraska,344225,195126,141657,52390,,1622,,,,,,,,,,,,,,,,,,,
05-02-2021,Nebraska,346175,204136,147583,55313,,1623,,,,,,,,,,,,,,,,,,,
06-02-2021,Nebraska,346375,218405,157139,59985,,1624,,,,,,,,,,,,,,,,,,,
07-02-2021,Nebraska,346375,230874,163479,66018,,1625,,,,,,,,,,,,,,,,,,,
08-02-2021,Nebraska,346375,234061,165037,67636,,1626,,,,,,,,,,,,,,,,,,,
09-02-2021,Nebraska,386775,235298,165853,68056,,1627,,,,,,,,,,,,,,,,,,,
10-02-2021,Nebraska,398575,241067,169053,70566,,1628,,,,,,,,,,,,,,,,,,,
11-02-2021,Nebraska,405600,247879,172690,73704,,1629,,,,,,,,,,,,,,,,,,,
12-02-2021,Nebraska,407500,259906,179502,78835,,1630,,,,,,,,,,,,,,,,,,,
13-02-2021,Nebraska,407500,273950,188607,83670,,1631,,,,,,,,,,,,,,,,,,,
14-02-2021,Nebraska,407500,285708,195639,88356,,1632,,,,,,,,,,,,,,,,,,,
16-02-2021,Nebraska,407500,290626,198660,90231,,1633,,,,,,,,,,,,,,,,,,,
17-02-2021,Nebraska,427000,294904,201138,91998,,1634,,,,,,,,,,,,,,,,,,,
18-02-2021,Nebraska,427000,305057,206790,96439,,1635,,,,,,,,,,,,,,,,,,,
19-02-2021,Nebraska,472325,347754,235260,110603,,1636,,,,,,,,,,,,,,,,,,,
20-02-2021,Nebraska,482975,360582,244045,114580,,1637,,,,,,,,,,,,,,,,,,,
21-02-2021,Nebraska,482975,372655,252022,118472,,1638,,,,,,,,,,,,,,,,,,,
22-02-2021,Nebraska,482975,380648,258588,119890,,1639,,,,,,,,,,,,,,,,,,,168411
23-02-2021,Nebraska,514970,392756,266231,124196,,1640,,,,,,,,,,,,,,,,,,,169778
24-02-2021,Nebraska,539590,405896,271978,131472,,1641,,,,,,,,,,,,,,,,,,,171240
25-02-2021,Nebraska,559930,422419,281672,138194,,1642,,,,,,,,,,,,,,,,,,,173962
26-02-2021,Nebraska,582930,442310,293945,145699,,1643,,,,,,,,,,,,,,,,,,,179007
27-02-2021,Nebraska,603210,443974,294713,146594,,1644,,,,,,,,,,,,,,,,,,,183681
28-02-2021,Nebraska,603210,474439,310582,161017,,1645,,,,,,,,,,,,,,,,,,,188571
01-03-2021,Nebraska,603210,476315,311629,161830,,1646,,,,,,,,,,,,,,,,,,,190876
02-03-2021,Nebraska,604380,484888,317353,164570,,1647,,,,,,,,,,,,,,,,,,,191472
03-03-2021,Nebraska,654800,497106,323898,170153,,1648,,,,,,,,,,,,,,,,,,,194609
04-03-2021,Nebraska,665870,513497,332695,177640,,1649,,,,,,,,,,,,,,,,,,,199373
05-03-2021,Nebraska,709110,535213,344684,187246,,1650,,,,,,,,,,,,,,,,,,,205113
06-03-2021,Nebraska,712720,536126,344991,187852,,1651,,,,,,,,,,,,,,,,,,,210509
07-03-2021,Nebraska,712720,556061,356330,196265,,1652,,,,,,,,,,,,,,,,,,,216909
30-12-2020,Nevada,96950,23119,,,,1653,,,,,,,,,,,,,,,,,,,
02-01-2021,Nevada,96950,32942,,,,1654,,,,,,,,,,,,,,,,,,,
04-01-2021,Nevada,141550,34454,,,,1655,,,,,,,,,,,,,,,,,,,
05-01-2021,Nevada,142525,34549,,,,1656,,,,,,,,,,,,,,,,,,,
06-01-2021,Nevada,142525,36874,,,,1657,,,,,,,,,,,,,,,,,,,
07-01-2021,Nevada,187375,39761,,,,1658,,,,,,,,,,,,,,,,,,,
08-01-2021,Nevada,187375,44656,,,,1659,,,,,,,,,,,,,,,,,,,
11-01-2021,Nevada,205200,58651,,,,1660,,,,,,,,,,,,,,,,,,,
12-01-2021,Nevada,207150,61653,31320,8761,21572,1661,,,,,,,,,,,,,,,,,,,
13-01-2021,Nevada,207150,61653,31320,8761,21572,1662,,,,,,,,,,,,,,,,,,,
14-01-2021,Nevada,210075,76844,62370,13900,,1663,,,,,,,,,,,,,,,,,,,
15-01-2021,Nevada,211750,83674,67679,15308,,1664,,,,,,,,,,,,,,,,,,,
19-01-2021,Nevada,211750,102840,85391,16665,,1665,,,,,,,,,,,,,,,,,,,
20-01-2021,Nevada,276775,107133,89110,17209,,1666,,,,,,,,,,,,,,,,,,,
21-01-2021,Nevada,278175,115991,95837,19296,,1667,,,,,,,,,,,,,,,,,,,
22-01-2021,Nevada,281100,126458,105222,20345,,1668,,,,,,,,,,,,,,,,,,,
23-01-2021,Nevada,286950,137031,115160,20972,,1669,,,,,,,,,,,,,,,,,,,
24-01-2021,Nevada,286950,152203,129223,22068,,1670,,,,,,,,,,,,,,,,,,,
25-01-2021,Nevada,286950,159869,136670,22279,,1671,,,,,,,,,,,,,,,,,,,
26-01-2021,Nevada,338025,164362,140934,22508,,1672,,,,,,,,,,,,,,,,,,,
27-01-2021,Nevada,338525,174367,149464,23852,,1673,,,,,,,,,,,,,,,,,,,
28-01-2021,Nevada,339500,194942,167481,26327,,1674,,,,,,,,,,,,,,,,,,,
29-01-2021,Nevada,339900,210185,179805,29163,,1675,,,,,,,,,,,,,,,,,,,
30-01-2021,Nevada,368800,224192,191175,31783,,1676,,,,,,,,,,,,,,,,,,,
31-01-2021,Nevada,368800,241078,205892,33923,,1677,,,,,,,,,,,,,,,,,,,
01-02-2021,Nevada,368800,248754,211931,35559,,1678,,,,,,,,,,,,,,,,,,,
02-02-2021,Nevada,417175,253174,214342,37568,,1679,,,,,,,,,,,,,,,,,,,
03-02-2021,Nevada,417875,279471,236799,41227,,1680,,,,,,,,,,,,,,,,,,,
04-02-2021,Nevada,424800,291601,244381,45735,,1681,,,,,,,,,,,,,,,,,,,
05-02-2021,Nevada,425300,304323,252886,49925,,1682,,,,,,,,,,,,,,,,,,,
06-02-2021,Nevada,427800,322252,264060,56456,,1683,,,,,,,,,,,,,,,,,,,
07-02-2021,Nevada,427800,334073,269657,62654,,1684,,,,,,,,,,,,,,,,,,,
08-02-2021,Nevada,427800,346685,278091,66755,,1685,,,,,,,,,,,,,,,,,,,
09-02-2021,Nevada,510200,351531,282040,67651,,1686,,,,,,,,,,,,,,,,,,,
10-02-2021,Nevada,521200,366333,291370,73088,,1687,,,,,,,,,,,,,,,,,,,
11-02-2021,Nevada,533800,379077,299502,77555,,1688,,,,,,,,,,,,,,,,,,,
12-02-2021,Nevada,533800,394172,308611,83485,,1689,,,,,,,,,,,,,,,,,,,
13-02-2021,Nevada,533800,411057,318400,90476,,1690,,,,,,,,,,,,,,,,,,,
14-02-2021,Nevada,534775,428423,327691,98469,,1691,,,,,,,,,,,,,,,,,,,
16-02-2021,Nevada,550375,446800,336432,107905,,1692,,,,,,,,,,,,,,,,,,,
17-02-2021,Nevada,593275,453012,340695,109852,,1693,,,,,,,,,,,,,,,,,,,
18-02-2021,Nevada,593275,466981,346585,117870,,1694,,,,,,,,,,,,,,,,,,,
19-02-2021,Nevada,645250,522332,380921,138633,,1695,,,,,,,,,,,,,,,,,,,
20-02-2021,Nevada,646450,555742,393813,157477,,1696,,,,,,,,,,,,,,,,,,,
21-02-2021,Nevada,646450,569810,400079,165269,,1697,,,,,,,,,,,,,,,,,,,
22-02-2021,Nevada,646450,586518,405633,176341,,1698,,,,,,,,,,,,,,,,,,,1367773
23-02-2021,Nevada,719880,598423,410093,183594,,1699,,,,,,,,,,,,,,,,,,,1371818
24-02-2021,Nevada,742630,606821,414262,187809,,1700,,,,,,,,,,,,,,,,,,,1389010
25-02-2021,Nevada,809180,622189,423010,194377,,1701,,,,,,,,,,,,,,,,,,,1406941
26-02-2021,Nevada,858340,642562,432134,205500,,1702,,,,,,,,,,,,,,,,,,,1450905
27-02-2021,Nevada,867240,665577,442140,218299,,1703,,,,,,,,,,,,,,,,,,,1503340
28-02-2021,Nevada,867240,685692,452515,227816,,1704,,,,,,,,,,,,,,,,,,,1573136
01-03-2021,Nevada,867240,715121,463388,240683,,1705,,,,,,,,,,,,,,,,,,,1613956
02-03-2021,Nevada,883370,723182,467471,244622,,1706,,,,,,,,,,,,,,,,,,,1625507
03-03-2021,Nevada,958450,733953,473373,249472,,1707,,,,,,,,,,,,,,,,,,,1664450
04-03-2021,Nevada,984300,750160,483286,255738,,1708,,,,,,,,,,,,,,,,,,,1691879
05-03-2021,Nevada,1018580,773285,498485,263586,,1709,,,,,,,,,,,,,,,,,,,1704915
06-03-2021,Nevada,1033680,800030,514395,274394,,1710,,,,,,,,,,,,,,,,,,,1757500
07-03-2021,Nevada,1033680,829262,532659,285336,,1711,,,,,,,,,,,,,,,,,,,1803799
30-12-2020,New Hampshire,45275,13200,,,,1712,,,,,,,,,,,,,,,,,,,
02-01-2021,New Hampshire,45275,19461,,,,1713,,,,,,,,,,,,,,,,,,,
04-01-2021,New Hampshire,53675,21181,,,,1714,,,,,,,,,,,,,,,,,,,
05-01-2021,New Hampshire,53675,30035,,,,1715,,,,,,,,,,,,,,,,,,,
06-01-2021,New Hampshire,54650,33177,,,,1716,,,,,,,,,,,,,,,,,,,
07-01-2021,New Hampshire,77075,37369,,,,1717,,,,,,,,,,,,,,,,,,,
08-01-2021,New Hampshire,89375,41868,,,,1718,,,,,,,,,,,,,,,,,,,
11-01-2021,New Hampshire,98150,49452,,,,1719,,,,,,,,,,,,,,,,,,,
12-01-2021,New Hampshire,122350,50613,11615,5,38993,1720,,,,,,,,,,,,,,,,,,,
13-01-2021,New Hampshire,124300,55218,12722,9,42487,1721,,,,,,,,,,,,,,,,,,,
14-01-2021,New Hampshire,127225,58711,53780,4915,,1722,,,,,,,,,,,,,,,,,,,
15-01-2021,New Hampshire,127225,62517,56797,5700,,1723,,,,,,,,,,,,,,,,,,,
19-01-2021,New Hampshire,127225,71556,64402,7120,,1724,,,,,,,,,,,,,,,,,,,
20-01-2021,New Hampshire,145400,75418,67366,8013,,1725,,,,,,,,,,,,,,,,,,,
21-01-2021,New Hampshire,155150,80639,70281,10319,,1726,,,,,,,,,,,,,,,,,,,
22-01-2021,New Hampshire,162950,85595,72979,12575,,1727,,,,,,,,,,,,,,,,,,,
23-01-2021,New Hampshire,162950,89816,76609,13166,,1728,,,,,,,,,,,,,,,,,,,
24-01-2021,New Hampshire,162950,93338,79942,13355,,1729,,,,,,,,,,,,,,,,,,,
25-01-2021,New Hampshire,162950,94623,80674,13907,,1730,,,,,,,,,,,,,,,,,,,
26-01-2021,New Hampshire,180525,97002,81417,15542,,1731,,,,,,,,,,,,,,,,,,,
27-01-2021,New Hampshire,190875,103080,84813,18224,,1732,,,,,,,,,,,,,,,,,,,
28-01-2021,New Hampshire,200625,110451,88624,21781,,1733,,,,,,,,,,,,,,,,,,,
29-01-2021,New Hampshire,203550,117408,92305,25055,,1734,,,,,,,,,,,,,,,,,,,
30-01-2021,New Hampshire,217100,123740,96148,27544,,1735,,,,,,,,,,,,,,,,,,,
31-01-2021,New Hampshire,217100,128313,98524,29736,,1736,,,,,,,,,,,,,,,,,,,
01-02-2021,New Hampshire,217100,130515,100041,30421,,1737,,,,,,,,,,,,,,,,,,,
02-02-2021,New Hampshire,226850,135799,103364,32381,,1738,,,,,,,,,,,,,,,,,,,
03-02-2021,New Hampshire,235250,138271,104042,34130,,1739,,,,,,,,,,,,,,,,,,,
04-02-2021,New Hampshire,244025,145086,108112,36868,,1740,,,,,,,,,,,,,,,,,,,
05-02-2021,New Hampshire,245000,153145,112544,40489,,1741,,,,,,,,,,,,,,,,,,,
06-02-2021,New Hampshire,257700,161178,116523,43888,,1742,,,,,,,,,,,,,,,,,,,
07-02-2021,New Hampshire,257700,165887,119552,45567,,1743,,,,,,,,,,,,,,,,,,,
08-02-2021,New Hampshire,257700,166603,119763,46071,,1744,,,,,,,,,,,,,,,,,,,
09-02-2021,New Hampshire,267450,168727,121201,47409,,1745,,,,,,,,,,,,,,,,,,,
10-02-2021,New Hampshire,277225,176192,125466,50602,,1746,,,,,,,,,,,,,,,,,,,
11-02-2021,New Hampshire,298075,184103,130806,53145,,1747,,,,,,,,,,,,,,,,,,,
12-02-2021,New Hampshire,298175,191114,135257,55696,,1748,,,,,,,,,,,,,,,,,,,
13-02-2021,New Hampshire,311875,200675,141108,59402,,1749,,,,,,,,,,,,,,,,,,,
14-02-2021,New Hampshire,311875,208541,146718,61658,,1750,,,,,,,,,,,,,,,,,,,
16-02-2021,New Hampshire,321625,216649,151248,65235,,1751,,,,,,,,,,,,,,,,,,,
17-02-2021,New Hampshire,321625,218316,152041,66108,,1752,,,,,,,,,,,,,,,,,,,
18-02-2021,New Hampshire,321625,226863,157078,69617,,1753,,,,,,,,,,,,,,,,,,,
19-02-2021,New Hampshire,328525,241386,166491,74721,,1754,,,,,,,,,,,,,,,,,,,
20-02-2021,New Hampshire,328525,250296,171758,78361,,1755,,,,,,,,,,,,,,,,,,,
21-02-2021,New Hampshire,328525,260809,179139,81490,,1756,,,,,,,,,,,,,,,,,,,
22-02-2021,New Hampshire,328525,267893,184739,82957,,1757,,,,,,,,,,,,,,,,,,,125048
23-02-2021,New Hampshire,344165,274267,190064,84000,,1758,,,,,,,,,,,,,,,,,,,125114
